Date,Close,High,Low,Open,Volume
2020-01-02,35.72967529296875,36.21888194831385,35.64962699630554,36.040988927554466,9147400
2020-01-03,36.07657241821289,36.59245850625719,35.57847258059465,36.467934395109516,9752000
2020-01-06,36.30783462524414,36.53909662022311,35.7474726760559,36.121048439857354,15534100
2020-01-07,36.12105178833008,36.12105178833008,35.338324290732515,36.04989320080839,10971700
2020-01-08,35.05369186401367,35.96983649658346,34.964747034978295,35.827522734310215,11327600
2020-01-09,35.45394515991211,35.6585209509906,34.448852453285426,35.15152803548582,12186000
2020-01-10,35.427268981933594,35.65852758219373,35.14263805334194,35.33832075642749,8089700
2020-01-13,34.89358139038086,35.43615355948241,34.6623228459087,35.42726043559109,11665600
2020-01-14,35.160430908203125,35.160430908203125,34.14644479606289,34.67122749885823,13958700
2020-01-15,34.09306716918945,35.00921159625027,33.92406728169336,34.866897865900754,13737700
2020-01-16,34.49332809448242,34.62674872392237,34.11085924265063,34.30654192768854,11771100
2020-01-17,34.128658294677734,35.55179962660015,33.959661724755485,34.69791347023531,17644600
2020-01-21,32.86561965942383,33.559398893141676,32.81225072105012,33.470454055546895,16710200
2020-01-22,32.625457763671875,32.749981867704406,32.22519929140492,32.732192225267276,12796800
2020-01-23,32.4030876159668,32.4920324222052,31.638150067419826,32.08288088466556,11844000
2020-01-24,31.816043853759766,32.21630227770954,31.442468193731,32.21630227770954,10408600
2020-01-27,30.206125259399414,30.899907847503666,30.126073552811533,30.7309079152471,17360600
2020-01-28,30.206125259399414,30.446280379163053,29.788080474354146,30.43738725311012,10938000
2020-01-29,30.00155258178711,30.802069731766128,29.99265945479989,30.508545645764414,9003800
2020-01-30,30.27728271484375,30.312862003789114,29.352241560430787,29.476765678711814,10489600
2020-01-31,29.805866241455078,30.11717993668793,29.512345584094305,29.788079989638632,16887900
2020-02-03,29.76139259338379,29.974864929646824,29.521237487473254,29.74360294927623,9202500
2020-02-04,30.303964614868164,30.89100929349883,30.197230144124674,30.446278373535364,12373600
2020-02-05,31.193435668945312,31.718218445237564,30.891018418318783,30.926597716752177,11399900
2020-02-06,30.695323944091797,31.32684437443811,30.615272249711413,31.32684437443811,7980300
2020-02-07,30.61527442932129,30.917691585952078,30.134967621871585,30.241702090968452,8582100
2020-02-10,30.553010940551758,30.57080058340516,30.07270415561966,30.348435137278795,7197400
2020-02-11,30.95015525817871,31.004309055320995,30.571061462453713,30.823791807318976,8825600
2020-02-12,31.636137008666992,31.933996733848335,31.085550323802035,31.789580836436755,9094900
2020-02-13,31.293142318725586,31.60905440451517,30.661325033438352,31.446586118828176,11718000
2020-02-14,31.06749153137207,31.473662235481694,30.814764623546477,31.419508437031,7904500
2020-02-18,30.372493743896484,30.679377905534864,29.67749127656409,30.598143761479232,11792800
2020-02-19,30.95015525817871,30.995284570179212,30.363463872734755,30.580089390741296,6592300
2020-02-20,30.53496551513672,31.329251188567174,30.489832751955053,31.130681491782767,7836000
2020-02-21,30.1378173828125,30.282233263936444,29.668464908373135,30.210027044947573,7246300
2020-02-24,27.917423248291016,28.874178936674372,27.809110471505548,28.783918576282016,16714900
2020-02-25,26.48228645324707,28.02573176184571,26.373973686284504,27.971576239150938,18709700
2020-02-26,25.61578941345215,26.84332606838949,25.61578941345215,26.70793640122976,19240700
2020-02-27,24.225786209106445,25.525530802279086,24.207733794385415,24.848580744397733,23765700
2020-02-28,24.451438903808594,24.51462064067234,22.971175166178405,23.29611005884527,26830600
2020-03-02,25.0832576751709,25.0832576751709,23.62104475160888,24.956892490149492,23253000
2020-03-03,24.198713302612305,25.191573966327145,23.711310041034046,24.92982077733983,22020400
2020-03-04,24.442407608032227,24.713186915823638,23.702275893267707,24.559744848989077,16155900
2020-03-05,23.314159393310547,23.693251485948643,22.781625222186243,23.584938721663622,15754600
2020-03-06,21.527013778686523,22.709419485284496,21.229155800029837,22.456690825198493,23793200
2020-03-09,15.624011039733887,16.156545365665828,11.652569980477951,16.156545365665828,86148000
2020-03-10,16.41829490661621,17.356998035673104,15.461537642342073,17.275763895846566,40409000
2020-03-11,15.687187194824219,16.37316339932783,15.38932926459252,15.633031677029237,33291900
2020-03-12,13.015494346618652,15.06439711836109,13.00646813845029,14.098614364011048,47922900
2020-03-13,14.586015701293945,14.595041907783072,12.925231581897549,14.1888720844231,29182100
2020-03-16,13.006468772888184,14.477708066205913,11.968478884919271,12.654455245017202,24971100
2020-03-17,12.63640022277832,13.141856610435493,11.833085898732861,13.12380419693974,25536500
2020-03-18,10.876331329345703,12.383673558582453,10.73191545170639,11.733801248419018,28198200
2020-03-19,12.519062995910645,12.889128890677526,10.71386283740956,10.984643033342024,25449300
2020-03-20,12.889127731323242,13.159907902899509,11.824060318943364,12.907180144461996,32875200
2020-03-23,11.580360412597656,13.024521066369587,11.37276278129075,12.789844809493989,24393500
2020-03-24,13.223091125488281,13.475819773346382,12.185101354425877,12.221205324007528,25812600
2020-03-25,13.177962303161621,14.324264025945462,12.257309753133116,13.529975804583584,24201200
2020-03-26,14.008352279663086,14.116664175336386,12.979387979587084,13.096726081763101,22180200
2020-03-27,12.419779777526855,13.26822364272561,12.40172735915893,13.123807738928944,21794500
2020-03-30,11.986529350280762,12.356595261683935,11.688671379600814,12.0497119440035,25981500
2020-03-31,12.176076889038086,12.53711749730035,12.004583224183836,12.528091288416796,25754200
2020-04-01,11.363733291625977,11.905292734831683,10.984641250988798,11.815033258023918,25393800
2020-04-02,12.528088569641113,13.529974297052284,11.688670262942868,11.82406078445452,33976500
2020-04-03,12.898155212402344,13.177961618196592,12.437828961314962,13.06964885023419,24822900
2020-04-06,14.143742561340332,14.279132221739951,13.114778215629237,13.502896504594965,24572200
